test_id	chi_square	df	p_value	zone_proportion	baseline_proportion	enrichment_ratio
JAS4_13_grade1	16.296592914634957	1	5.416124681175653e-05	0.008017492711370262	0.016337907375643224	0.4907294751421379
JAS4_13	2984.441504249509	1	0.0	0.8345481049562682	0.37560034305317325	2.2219045333462923
