scenario	replicates	surface_correlation_mean	surface_correlation_sd	high_conf_zone_overlap_pct_mean	high_conf_zone_overlap_pct_sd
10pct_G2_to_G1	100	0.9991254353604149	0.00026950418550757507	95.67016602959089	0.8581900056871137
10pct_G1_to_G2	100	0.9992089586585843	0.0002955474375740894	95.92651625556478	0.882481495297581
10pct_G1_to_G0	100	0.9991360549413599	0.0002497993646132481	95.7795032227846	0.7407235317045848
