perturbation_magnitude_m	replicates	surface_correlation_mean	surface_correlation_sd	high_conf_zone_overlap_pct_mean	high_conf_zone_overlap_pct_sd
500	100	0.9999734698199698	5.575031663368466e-06	99.34000220678072	0.14865396534810724
1000	100	0.9998881778554913	2.5101108723984215e-05	98.60109063092968	0.27127719694919983
