scenario	replicates	surface_correlation_mean	surface_correlation_sd	high_conf_zone_overlap_pct_mean	high_conf_zone_overlap_pct_sd
10pct_G2_to_G1	100	0.9991253100195514	0.00029309612256910944	95.56063452997097	0.9742748453090375
10pct_G1_to_G2	100	0.9992675478294808	0.00023686856855292313	95.92849278712531	0.7865068192639308
10pct_G1_to_G0	100	0.9991527772290181	0.0002744195275283978	95.92404405452338	0.8665657806313432
