hit_rate_unweighted	auc_unweighted	hit_rate_weighted	auc_weighted	delta_hit_rate_pct_points	delta_auc
0.18518518518518517	0.6497074074074074	0.2222222222222222	0.5947518518518519	3.7037037037037033	-0.054955555555555535
