perturbation_magnitude_m	replicates	surface_correlation_mean	surface_correlation_sd	high_conf_zone_overlap_pct_mean	high_conf_zone_overlap_pct_sd
500	100	0.999972931931093	6.7848306930686496e-06	99.3202130161463	0.1485249292961815
1000	100	0.9998908877398768	2.6322516364574413e-05	98.594437079894	0.2905135406014882
